line_item_id,order_id,completed_at,user_id,quantity,price,style_id,order_channel,order_channel_category
12240038,2468917,2016-08-10 12:36:20,1323027,1,45.00,570,search,paid
13852739,2777660,2016-12-14 18:15:01,1637691,1,16.00,475,search,paid
18137051,3653329,2017-10-14 08:02:32,2359777,1,98.00,622,search,paid
19277174,3852853,2017-11-30 15:18:26,2529079,1,40.00,752,search,paid
19623756,3934865,2017-12-14 07:48:35,2597792,1,68.00,908,affiliate,paid
16116627,3290378,2017-06-18 05:40:10,656605,1,25.00,934,search,paid
18909230,3787777,2017-11-16 20:39:57,1851306,1,30.00,586,affiliate,paid
10741316,2241571,2016-03-23 19:55:54,1361236,1,20.00,441,display,paid
19125921,3823337,2017-11-24 16:56:22,1772889,1,55.00,452,search,paid
18280552,3679979,2017-10-21 17:49:11,2380929,1,155.00,933,search,paid
19295201,3856518,2017-12-01 11:03:42,1752660,1,120.00,644,search,paid
17996712,3629939,2017-10-08 21:16:24,336966,1,68.00,911,other,paid
18479840,3711613,2017-10-31 08:29:27,2406983,1,180.00,585,display,paid
18561118,3726222,2017-11-04 05:20:58,2310078,1,225.00,734,other,paid
19953674,4028413,2017-12-29 06:08:36,665747,1,12.00,476,social,paid
18530099,3720894,2017-11-02 14:53:10,2413754,1,88.00,690,affiliate,paid
19646310,3941543,2017-12-15 07:26:55,2562428,1,100.00,648,search,paid
19024381,3805004,2017-11-20 21:06:12,2310078,1,225.00,734,other,paid
19117046,3821411,2017-11-24 11:54:25,2500524,1,48.00,838,other,paid
12158967,2455642,2016-08-01 09:08:46,1449005,1,35.00,545,affiliate,paid
18494544,3714447,2017-11-01 00:47:45,2310078,1,100.00,642,other,paid
14349995,2927855,2017-01-20 18:14:05,1576624,1,98.00,597,other,paid
14832881,3015901,2017-03-10 03:22:12,1576624,1,35.00,513,other,paid
16958722,3464006,2017-08-20 11:28:46,1497633,1,145.00,758,search,paid
16640069,3408697,2017-07-29 06:08:47,1900210,1,125.00,757,search,paid
16071236,3277191,2017-06-13 16:14:13,2022637,1,88.00,575,affiliate,paid
15250196,3092820,2017-04-11 23:05:22,1375796,1,138.00,756,affiliate,paid
17134844,3491415,2017-08-30 11:14:21,2210901,1,165.00,916,other,paid
14956912,3037701,2017-03-21 19:35:48,1844476,1,68.00,722,display,paid
16634735,3407048,2017-07-28 15:20:33,2118486,1,88.00,869,affiliate,paid
18103898,3647965,2017-10-12 14:55:48,2355658,1,126.00,685,search,paid
16027212,3267219,2017-06-09 16:26:15,2016243,1,88.00,869,affiliate,paid
16319786,3332616,2017-07-01 23:29:25,1576624,1,22.00,771,other,paid
14939515,3034695,2017-03-20 09:59:12,1841403,1,50.00,556,display,paid
17461346,3544249,2017-09-12 12:54:15,1286966,1,145.00,500,other,paid
18585995,3730862,2017-11-05 11:50:37,2421729,1,88.00,575,affiliate,paid
20022352,4022109,2017-12-27 21:05:08,1188458,1,42.00,736,social,paid
16867348,3449018,2017-08-15 09:46:45,1776720,1,68.00,715,search,paid
18684795,3747991,2017-11-09 11:01:14,925461,1,150.00,658,other,paid
13578167,2680863,2016-11-29 22:24:01,1394870,1,98.00,638,search,paid
18155194,3656170,2017-10-15 06:36:45,2323269,1,68.00,715,search,paid
12698649,2531942,2016-09-22 04:47:12,1498497,1,65.00,574,search,paid
18177007,3659638,2017-10-16 02:11:13,2237849,1,88.00,597,affiliate,paid
18488756,3713458,2017-10-31 17:30:11,2408284,1,155.00,953,display,paid
19015090,3803583,2017-11-20 14:41:35,2485512,1,140.00,651,search,paid
19201773,3838136,2017-11-27 13:55:23,2515621,1,145.00,926,search,paid
15488272,3156246,2017-05-01 10:01:53,1932495,1,70.00,759,social,paid
15388526,3127482,2017-04-21 07:43:00,1576624,1,22.00,771,other,paid
19473761,3895499,2017-12-08 08:34:32,2570864,1,125.00,757,other,paid
19449690,3889724,2017-12-07 08:03:30,2148346,1,58.00,505,search,paid
18515851,3718280,2017-11-01 19:42:53,1807881,1,85.00,583,search,paid
13582332,2681661,2016-11-30 07:58:38,1428465,1,68.00,574,search,paid
12935130,2567179,2016-10-11 13:07:29,1525025,1,98.00,575,display,paid
18984722,3799309,2017-11-19 18:11:44,2481099,1,100.00,652,other,paid
16932391,3459668,2017-08-18 12:37:32,1095283,1,145.00,758,other,paid
16725166,3423968,2017-08-04 14:50:34,983959,1,98.00,829,search,paid
14890391,3025388,2017-03-15 10:07:38,1284320,1,78.00,607,affiliate,paid
19677922,3950597,2017-12-16 12:25:46,2275134,1,88.00,597,other,paid
19597419,3927492,2017-12-13 07:17:55,2593502,1,100.00,650,search,paid
20021336,4022214,2017-12-27 21:28:14,1652669,1,45.00,811,social,paid
16579684,3393017,2017-07-23 16:25:57,2105529,1,88.00,575,search,paid
19007778,3802366,2017-11-20 10:08:34,2310078,1,22.00,771,other,paid
18213744,3666077,2017-10-17 15:21:14,1681488,1,68.00,912,search,paid
16640057,3408697,2017-07-29 06:08:47,1900210,1,145.00,758,search,paid
18987478,3799667,2017-11-19 19:30:39,2310078,1,58.00,716,other,paid
19108936,3819433,2017-11-24 08:06:13,1711591,1,88.00,890,search,paid
18372208,3693481,2017-10-25 11:36:23,2392121,1,45.00,694,affiliate,paid
17967120,3625242,2017-10-07 06:07:12,2314334,1,68.00,908,other,paid
19108467,3819371,2017-11-24 07:59:53,666837,1,68.00,908,affiliate,paid
19738997,3968109,2017-12-19 03:58:45,2618999,1,45.00,723,other,paid
15132847,3069730,2017-04-06 13:00:30,1316827,1,30.00,586,search,paid
15457773,3142650,2017-04-27 05:32:53,1910400,1,20.00,475,other,paid
18146926,3657889,2017-10-15 14:59:39,1009008,1,38.00,849,search,paid
19152371,3828523,2017-11-25 16:30:05,2457573,1,145.00,758,other,paid
18566725,3727301,2017-11-04 11:32:49,2418740,1,140.00,651,search,paid
18722766,3824290,2017-11-24 19:40:19,2154147,1,150.00,931,social,paid
18109490,3648856,2017-10-12 18:59:35,2356201,1,88.00,575,other,paid
15670694,3188276,2017-05-11 21:54:07,1956028,1,125.00,818,affiliate,paid
12925992,2566470,2016-10-11 06:51:35,349847,1,100.00,642,affiliate,paid
17157863,3494578,2017-08-31 13:15:15,2214494,1,50.00,942,search,paid
12154341,2454284,2016-07-31 19:23:08,995398,1,70.00,541,social,paid
18619044,3735819,2017-11-06 11:57:20,2032277,1,88.00,921,search,paid
15755738,3203204,2017-05-17 17:35:27,1909173,1,145.00,500,other,paid
15228139,3088080,2017-04-10 19:19:43,1042529,1,155.00,647,affiliate,paid
15613729,3180269,2017-05-09 19:35:00,1933116,1,16.00,480,other,paid
15728045,3197898,2017-05-16 08:00:19,1971148,1,88.00,810,other,paid
18296721,3680360,2017-10-21 20:01:21,2361120,1,150.00,647,search,paid
19233854,3844581,2017-11-28 15:22:47,1717464,1,18.00,764,search,paid
18899567,3796611,2017-11-19 08:56:20,2466451,1,155.00,758,search,paid
19767752,3977081,2017-12-20 11:31:26,762758,1,45.00,695,search,paid
19378985,3872979,2017-12-04 14:17:19,2436582,1,18.00,902,,other
18509615,3717192,2017-11-01 14:51:28,1030966,1,20.00,475,,other
16871833,3448347,2017-08-15 07:49:32,2164712,1,88.00,597,,direct
15341861,3118075,2017-04-17 15:47:35,1660883,1,98.00,693,,email
18223869,3667870,2017-10-18 08:00:25,2104877,1,64.00,591,,organic search
17590427,3670986,2017-10-19 05:38:18,2215049,1,65.00,817,,direct
19529964,3908956,2017-12-10 17:45:54,2581897,1,36.00,640,,direct
18167357,3658425,2017-10-15 17:19:51,1642092,1,68.00,911,,direct
14169533,2882250,2017-01-02 13:23:48,1569924,1,265.00,600,,organic search
15747895,3201566,2017-05-17 07:17:47,1439149,1,88.00,564,,direct
18025676,3635078,2017-10-09 13:47:36,1335329,1,100.00,648,,email
15569743,3172604,2017-05-06 10:34:40,1585448,1,68.00,722,,organic search
19916028,4002321,2017-12-26 08:29:16,2493696,1,88.00,597,,direct
19691433,3954132,2017-12-17 03:31:48,1386039,1,125.00,997,,direct
15225677,3087345,2017-04-10 16:14:17,1844398,1,58.00,727,,other
15014640,3046941,2017-03-26 09:54:03,1732638,1,20.00,771,,organic search
18485541,3712769,2017-10-31 13:33:41,1495139,1,68.00,1012,,email
13884669,2787000,2016-12-16 13:24:10,1641409,1,98.00,665,,organic search
12980152,2574339,2016-10-15 14:38:12,1531019,1,45.00,602,,organic search
16204962,3308761,2017-06-24 07:49:03,2043048,1,88.00,869,,email
16284972,3324566,2017-06-29 12:43:55,1658031,1,31.00,720,,email
11961007,2423546,2016-07-12 04:40:16,1308417,1,35.00,545,,direct
19196234,3837018,2017-11-27 11:00:40,2461215,1,31.00,720,,direct
13531887,2672121,2016-11-27 05:03:05,1497464,1,35.00,572,,organic search
14356762,2930269,2017-01-22 19:40:40,1716923,1,65.00,574,,direct
16881316,3450079,2017-08-15 13:57:12,1638968,1,60.00,641,,direct
18820188,3771034,2017-11-14 05:07:00,2414010,1,28.00,443,,direct
15711642,3195125,2017-05-14 22:31:33,1604914,1,20.00,568,,direct
14661699,2983616,2017-02-21 07:20:54,1782110,1,68.00,715,,organic search
18296580,3680343,2017-10-21 19:57:27,1551808,1,55.00,452,,organic search
14281594,2912684,2017-01-14 09:48:21,1489936,1,175.00,632,,organic search
19972226,4012490,2017-12-26 18:24:53,2647757,1,32.00,570,,direct
19888878,3998198,2017-12-26 06:16:53,1205428,1,60.00,641,,email
19806377,3986629,2017-12-23 15:26:37,2494158,1,100.00,650,,direct
16783326,3433682,2017-08-09 08:00:58,908949,1,98.00,873,,direct
13026846,2580965,2016-10-19 15:17:24,1542569,1,195.00,451,,organic search
17192015,3499829,2017-09-02 16:07:58,1721766,1,235.00,584,,other
12470381,2500609,2016-09-01 18:09:11,1419410,1,35.00,569,,other
18581338,3729597,2017-11-05 00:31:40,2383563,1,70.00,759,,direct
18527227,3720235,2017-11-02 11:31:54,523733,1,30.00,586,,organic search
14582132,2973895,2017-02-15 07:39:31,1319425,1,68.00,754,,direct
19846502,3992493,2017-12-25 22:15:53,1449509,1,46.00,437,,direct
18632366,3738166,2017-11-06 21:44:30,1742970,1,225.00,600,,direct
15771760,3206786,2017-05-18 11:54:19,1283531,1,48.00,565,,organic search
17637910,3570307,2017-09-20 09:26:57,1453934,1,115.00,523,,direct
19696621,3955348,2017-12-17 08:52:17,2337981,1,100.00,642,,direct
15152775,3085611,2017-04-10 10:48:02,1429531,1,120.00,516,,direct
16471774,3403498,2017-07-27 20:46:08,1486324,1,88.00,748,,organic search
14305975,2919144,2017-01-16 18:14:47,1633434,1,98.00,622,,email
19523001,3907165,2017-12-10 12:59:09,2323264,1,100.00,642,,email
16087896,3287467,2017-06-16 09:53:53,1822203,1,25.00,850,,direct
12222962,2466436,2016-08-08 18:10:01,1404024,1,65.00,453,,direct
15650875,3185476,2017-05-11 10:32:19,1812158,1,75.00,811,,email
19378888,3872961,2017-12-04 14:13:44,1373129,1,145.00,758,,direct
14454495,2945786,2017-02-01 12:35:35,1483528,3,27.00,662,,direct
17706423,3582798,2017-09-24 16:39:35,1967780,1,25.00,949,,direct
18418167,3701507,2017-10-27 16:47:35,2398161,1,48.00,731,,direct
14722532,2993851,2017-02-27 14:32:59,1280640,1,28.00,568,,direct
17172367,3496722,2017-09-01 09:51:32,1357864,1,25.00,572,,organic search
17040779,3477794,2017-08-25 17:44:53,1627520,1,64.00,591,,organic search
15210247,3187529,2017-05-11 17:37:24,1884823,1,88.00,514,,direct
17491889,3548403,2017-09-13 13:33:12,1659324,1,38.00,899,,organic search
13595786,2684773,2016-12-01 09:18:29,1609780,1,68.00,529,,direct
19254054,3866927,2017-12-03 16:10:48,1247543,1,20.00,771,,direct
19289936,3855243,2017-12-01 07:30:12,1404024,1,75.00,831,,email
14643218,3016250,2017-03-10 08:40:00,1487321,1,65.00,574,,direct
16365308,3347790,2017-07-07 05:12:42,1648486,1,88.00,564,,direct
14262752,2909160,2017-01-12 11:10:34,1524820,1,58.00,505,,other
17208408,3580038,2017-09-23 15:19:56,2284104,1,28.00,754,,other
19169881,3831562,2017-11-26 11:28:12,1938353,1,88.00,925,,direct
19526427,3915130,2017-12-11 16:46:29,2109949,1,25.00,772,,email
11740836,2394447,2016-06-20 05:07:00,1427158,1,38.00,533,,organic search
15288129,3101780,2017-04-13 23:25:42,1813265,1,22.00,771,,direct
12218460,2465713,2016-08-08 07:41:38,1012562,1,35.00,569,,direct
12978392,2574031,2016-10-15 11:30:51,1526206,1,225.00,631,,direct
12286910,2475290,2016-08-15 09:06:07,433109,1,65.00,536,,direct
18224340,3672156,2017-10-19 10:36:07,1967291,1,68.00,885,,other
17367843,3535853,2017-09-10 12:51:24,1308473,1,68.00,908,,other
14472068,2975141,2017-02-15 17:30:55,1072181,1,88.00,514,,other
19999623,4017210,2017-12-27 08:42:36,1591064,1,88.00,810,,direct
19278640,3853323,2017-11-30 17:45:49,2529385,1,68.00,909,,organic search
19967936,4011788,2017-12-26 17:14:20,1562055,1,42.00,1027,,direct
18460539,3708113,2017-10-30 05:33:27,2030011,1,50.00,943,,direct
19895165,3999367,2017-12-26 06:57:47,2642144,1,12.00,476,,organic search
13312339,2629072,2016-11-09 20:47:11,1561932,1,75.00,466,,organic search
14346559,2927368,2017-01-20 12:08:29,1362687,1,16.00,475,,direct
17709284,3586840,2017-09-25 19:02:11,2048106,1,20.00,441,,other
17757568,3590277,2017-09-26 17:25:35,1353144,1,68.00,715,,direct
17834236,3602665,2017-09-30 06:27:53,2314551,1,58.00,727,,organic search
17110976,3487578,2017-08-29 02:08:19,1576624,1,22.00,771,,other
18134958,3672048,2017-10-19 10:13:30,2359417,1,30.00,586,,other
17012297,3533658,2017-09-09 22:31:05,1896033,1,165.00,916,,direct
18699948,3753354,2017-11-10 14:01:59,1511217,1,50.00,937,,direct
13626875,2691592,2016-12-03 19:44:34,1614519,1,100.00,642,,organic search
18251873,3672537,2017-10-19 12:05:34,1419271,1,80.00,895,,email
19091449,3816255,2017-11-23 17:12:14,1483528,1,198.00,1018,,organic search
19920890,4007283,2017-12-26 12:04:38,2564511,1,69.00,515,,direct
18428818,3702969,2017-10-28 10:44:54,1559766,1,150.00,931,,email
19258943,3849205,2017-11-29 17:28:38,1614057,1,48.00,838,,direct
13669580,2702082,2016-12-06 10:53:11,1573119,1,100.00,642,,organic search
18977610,3798457,2017-11-19 14:58:11,2148292,1,88.00,575,,email
18600125,3735136,2017-11-06 09:53:43,684347,1,65.00,453,,direct
17604935,3565164,2017-09-18 15:33:35,2271311,1,25.00,887,,direct
19890685,3998306,2017-12-26 06:20:51,1495139,1,46.00,502,,email
16718640,3431185,2017-08-08 05:00:16,1911807,1,100.00,642,,other
16800798,3436439,2017-08-10 09:20:22,1678395,1,55.00,841,,email
16797894,3448594,2017-08-15 08:55:33,1713406,1,68.00,574,,direct
16639219,3408397,2017-07-29 02:16:03,2119431,1,75.00,811,,organic search
11834756,2407230,2016-06-29 16:35:00,1432112,1,45.00,504,,organic search
13169578,2602079,2016-10-31 07:01:25,1563262,1,78.00,503,,organic search
14618112,2976265,2017-02-16 09:37:48,1738068,1,68.00,715,,email
14704414,2990952,2017-02-25 16:46:17,1792444,1,100.00,642,,organic search
13315436,2651391,2016-11-17 15:01:16,1577510,1,20.00,475,,direct
16703142,3419800,2017-08-03 06:12:07,1959975,1,38.00,900,,email
19114005,3820694,2017-11-24 10:13:35,2500117,1,65.00,465,,other
16888741,3451379,2017-08-15 21:09:02,1367830,1,65.00,817,,other
19676635,3950218,2017-12-16 11:40:36,2577497,1,68.00,715,,direct
15909001,3245486,2017-05-29 14:33:42,1996653,1,28.00,554,,direct
11988921,2427843,2016-07-14 09:11:35,1439578,1,85.00,528,,organic search
14690028,2988422,2017-02-23 21:36:49,1462133,1,65.00,453,,email
19113090,3820470,2017-11-24 09:48:52,2485017,1,68.00,715,,email
17018561,3474257,2017-08-24 13:12:27,1672987,1,48.00,838,,direct
19328745,3863262,2017-12-02 21:07:34,1549416,1,88.00,748,,other
19136300,3826641,2017-11-25 09:07:22,2504476,1,118.00,828,,email
18419090,3786594,2017-11-16 18:36:58,2395955,1,100.00,642,,direct
15359457,3138848,2017-04-26 05:22:29,1904286,1,65.00,817,,direct
19915937,4002357,2017-12-26 08:30:47,1733770,1,12.00,476,,direct
17267038,3512319,2017-09-07 06:43:17,1471624,1,168.00,563,,email
13980073,2837938,2016-12-19 21:14:58,1536835,1,55.00,696,,organic search
18771820,3763013,2017-11-12 14:05:07,1090525,1,140.00,928,,email
20019527,4021364,2017-12-27 18:43:53,1697424,1,13.00,764,,direct
12973123,2581227,2016-10-19 19:06:31,1462133,1,85.00,613,,direct
17708569,3585758,2017-09-25 13:15:40,811177,1,145.00,500,,direct
17979149,3678055,2017-10-21 04:56:28,1348760,1,88.00,564,,direct
19677271,3950410,2017-12-16 12:03:12,2606699,1,88.00,921,,direct
16420963,3360697,2017-07-10 14:50:26,1884661,1,22.00,852,,direct
19438802,3891017,2017-12-07 11:22:24,2547603,1,40.00,752,,email
19774207,3978793,2017-12-20 19:29:15,2622787,1,60.00,641,,direct
16871004,3448347,2017-08-15 07:49:32,2164712,1,18.00,764,,direct
16583258,3393513,2017-07-23 21:49:22,2106410,1,40.00,855,,direct
17941734,3620783,2017-10-05 15:15:58,2327919,1,175.00,732,,organic search
15774099,3207984,2017-05-18 16:13:37,1357480,1,16.00,475,,direct
14190550,2885871,2017-01-05 00:13:56,1467918,1,69.00,515,,organic search
14744920,2997921,2017-03-01 19:40:51,1398338,1,65.00,465,,direct
15648058,3191935,2017-05-13 11:42:08,1372413,1,46.00,738,,organic search
17666339,3575026,2017-09-21 19:59:04,2279894,1,68.00,886,,direct
15199926,3080742,2017-04-09 22:15:13,1878535,1,68.00,509,,organic search
19303225,3858204,2017-12-01 17:27:49,2526002,1,128.00,729,,direct
14628382,2978210,2017-02-17 10:54:32,524689,1,140.00,661,,direct
19536276,3975433,2017-12-20 06:55:43,1480675,1,16.00,771,,other
17029354,3478367,2017-08-25 23:02:26,1676208,1,58.00,741,,direct
19795093,3983925,2017-12-22 14:00:04,1683622,1,78.00,892,,direct
10655609,2225431,2016-03-16 09:45:11,1354813,1,18.00,475,,organic search
17550402,3556844,2017-09-16 00:45:18,2060275,1,160.00,616,,direct
14312071,2920199,2017-01-17 11:01:11,1504236,1,60.00,724,,email
11039667,2298847,2016-04-21 17:41:20,1384305,1,15.00,476,,direct
19167957,3837148,2017-11-27 11:19:37,1313341,1,140.00,646,,other
16779972,3433150,2017-08-08 21:28:10,1404950,1,16.00,475,,direct
16519032,3383160,2017-07-18 09:44:24,1699353,1,98.00,860,,organic search
16011713,3264139,2017-06-08 10:13:16,1504741,1,88.00,869,,direct
19627896,3958684,2017-12-17 17:01:48,2598479,1,35.00,999,,organic search
18587867,3730437,2017-11-05 09:53:35,1429978,1,150.00,954,,direct
19575646,3921238,2017-12-12 11:43:17,1998482,1,100.00,643,,organic search
16497533,3447751,2017-08-15 00:47:38,1707176,1,25.00,771,,direct
17934332,3619501,2017-10-05 08:39:30,687765,1,125.00,818,,organic search
18590014,3730777,2017-11-05 11:29:37,1573237,1,68.00,580,,organic search
19604431,3929423,2017-12-13 11:26:57,1788825,1,88.00,935,,email
18872892,3779916,2017-11-16 07:05:08,1523527,1,25.00,772,,direct
15064922,3055520,2017-03-30 10:41:49,1862823,1,68.00,740,,email
13639577,2694865,2016-12-04 15:17:17,1595645,1,68.00,629,,direct
15535553,3173102,2017-05-06 14:46:46,1385618,1,70.00,759,,organic search
12284426,2475020,2016-08-15 01:51:26,1457641,1,80.00,701,,organic search
19875891,3996351,2017-12-26 04:59:17,1506429,1,42.00,1027,,direct
18651032,3741535,2017-11-07 18:34:46,2254141,1,145.00,915,,other
15836080,3228115,2017-05-22 18:43:31,1564710,1,55.00,796,,direct
14145797,2877061,2016-12-30 11:58:00,1594982,1,28.00,554,,direct
17895119,3613087,2017-10-03 08:46:27,2323192,1,68.00,909,,organic search
18073198,3643168,2017-10-11 14:31:58,1990110,1,100.00,643,,direct
15509922,3173102,2017-05-06 14:46:46,1385618,1,35.00,823,,organic search
12948838,2569407,2016-10-12 17:03:31,1526454,1,20.00,441,,direct
18582239,3729670,2017-11-05 02:22:09,1624542,1,145.00,758,,organic search
19016821,3803860,2017-11-20 16:06:49,2302899,1,235.00,584,,direct
16962294,3464785,2017-08-20 16:39:49,1496965,1,68.00,944,,organic search
16594145,3395234,2017-07-24 19:12:29,2076148,1,15.00,905,,organic search
17676429,3578229,2017-09-22 20:47:38,1459446,1,68.00,885,,direct
11895495,2414679,2016-07-06 15:46:31,1357604,1,65.00,519,,other
14327511,2923263,2017-01-18 14:27:37,1705722,1,98.00,597,,organic search
16781997,3433493,2017-08-09 05:58:04,1929124,1,58.00,863,,direct
13535635,2672755,2016-11-27 10:37:58,1408864,1,22.00,433,,email
12845424,2553644,2016-10-03 20:51:48,1398298,1,125.00,590,,direct
17164817,3495552,2017-08-31 20:14:50,1310503,1,25.00,747,,direct
15320025,3140896,2017-04-26 12:30:49,1798657,1,65.00,536,,email
14962231,3038604,2017-03-22 10:40:03,1402805,1,88.00,783,,organic search
16223151,3312143,2017-06-25 18:59:02,1365210,1,25.00,862,,organic search
19732207,3966185,2017-12-18 17:55:25,2566914,1,145.00,758,,direct
15292962,3102940,2017-04-14 07:47:02,1683542,1,55.00,720,,direct
19207292,3839307,2017-11-27 17:10:36,2516645,1,68.00,909,,direct
18243383,3678580,2017-10-21 09:50:40,1747421,1,98.00,639,,direct
19924083,4015529,2017-12-27 02:08:02,1443557,1,54.00,693,,organic search
19643431,3940690,2017-12-15 04:55:18,2601190,1,100.00,643,,direct
17549788,3556834,2017-09-16 00:26:03,1990110,1,68.00,509,,direct
17791842,3595322,2017-09-27 22:59:49,2307101,1,145.00,833,,organic search
15775640,3208019,2017-05-18 16:22:55,1684085,1,20.00,476,,organic search
16437453,3365545,2017-07-11 20:27:39,1036806,1,55.00,768,,organic search
18325554,3693556,2017-10-25 11:52:06,1383426,1,95.00,889,,direct
18964803,3810788,2017-11-22 06:54:20,1674668,1,100.00,643,,direct
19802372,3985454,2017-12-23 08:34:45,885051,1,168.00,923,,email
19475355,3895896,2017-12-08 09:39:34,1934232,1,225.00,734,,direct
13774076,2742491,2016-12-11 16:51:58,1390011,1,100.00,642,,direct
16592050,3394956,2017-07-24 16:25:02,1673448,1,125.00,819,,direct
18061655,3641044,2017-10-10 23:05:35,1478503,1,148.00,728,,direct
19727595,3986773,2017-12-23 16:38:56,2599436,1,70.00,1029,,direct
19515186,3919140,2017-12-12 08:11:02,2344943,1,165.00,916,,email
19027229,3812297,2017-11-22 12:47:34,2065174,1,55.00,768,,direct
17568484,3561706,2017-09-17 18:03:42,2266689,1,15.00,904,,organic search
15816978,3222748,2017-05-22 05:48:29,1425377,1,70.00,759,,direct
15451804,3141718,2017-04-26 17:12:54,1487584,1,55.00,742,,direct
16037637,3269323,2017-06-10 21:36:59,2018220,1,48.00,494,,direct
19596865,3936313,2017-12-14 10:53:59,1977136,1,100.00,642,,direct
16690489,3489629,2017-08-29 18:31:56,1430974,1,125.00,761,,direct
14905082,3028183,2017-03-16 15:17:05,1761166,1,125.00,761,,email
17538938,3555621,2017-09-15 14:02:41,1889592,1,16.00,771,,direct
13512192,2668304,2016-11-25 13:10:44,1599186,1,130.00,648,,other
19123698,3822847,2017-11-24 15:35:22,2317670,1,20.00,475,,direct
12822682,2550242,2016-10-02 18:58:17,1383542,1,30.00,586,,direct
14471824,2948742,2017-02-03 06:56:18,1678034,1,45.00,726,,email
18444104,3705450,2017-10-29 09:53:43,2279487,1,65.00,465,,direct
11974366,2425671,2016-07-12 20:35:55,541508,1,22.00,553,,email
17838376,3603493,2017-09-30 11:31:50,1949303,1,30.00,880,,direct
12049438,2438138,2016-07-20 15:09:10,1441206,1,40.00,546,,direct
10786456,2249746,2016-03-28 10:42:03,1364622,1,18.00,475,,other
17176081,3509106,2017-09-07 05:13:49,1782423,1,22.00,888,,direct
14742384,3015578,2017-03-09 19:35:05,1222836,1,88.00,575,,other
13859525,2779713,2016-12-15 08:53:20,1638659,1,45.00,570,,organic search
15582031,3174501,2017-05-07 13:01:40,1929022,1,65.00,490,,other
17200144,3500802,2017-09-03 08:08:17,2134821,1,68.00,715,,other
17673739,3576137,2017-09-22 09:16:28,2274495,1,115.00,523,,direct
15747767,3201566,2017-05-17 07:17:47,1439149,1,110.00,781,,direct
15545984,3174014,2017-05-07 07:50:21,1880362,1,145.00,833,,organic search
18368518,3692758,2017-10-25 09:27:16,1322035,1,58.00,884,,email
16415835,3359326,2017-07-10 10:19:47,1743144,1,88.00,749,,email
16973108,3466678,2017-08-21 15:29:55,2106410,1,15.00,903,,direct
