user_id,discovery_channel_category,discovery_channel,discovery_time,discovery_platform,location,gender
714818,paid,social,2017-01-27 20:09:56,mobile,US,female
2023664,paid,other,2017-06-14 09:22:56,desktop,international,male
2345812,paid,search,2017-10-09 12:59:28,mobile,US,female
541508,email,,2016-05-10 09:10:13,mobile,US,male
1750729,other,,2017-02-03 18:20:36,mobile,US,female
2130245,organic search,,2017-08-02 11:02:53,desktop,US,male
1854238,paid,display,2017-03-26 10:16:52,mobile,US,female
2560021,direct,,2017-12-05 13:17:20,mobile,US,male
2125425,paid,social,2017-07-31 13:10:51,desktop,US,female
1621900,direct,,2016-10-12 15:25:16,mobile,US,male
198840,email,,2017-12-03 16:41:48,mobile,US,female
1521173,direct,,2016-10-08 16:01:14,mobile,US,female
1864660,paid,social,2017-03-31 09:39:58,mobile,US,female
1782789,organic search,,2017-05-03 22:15:08,mobile,US,female
2334694,paid,affiliate,2017-10-06 10:27:00,mobile,US,female
2453726,paid,other,2017-11-13 19:55:35,desktop,US,female
1937006,organic search,,2017-07-19 05:20:45,mobile,US,female
2651172,paid,other,2017-12-27 05:25:26,mobile,international,female
2002054,organic search,,2017-06-01 11:53:20,desktop,US,female
1923007,paid,affiliate,2017-04-23 21:34:40,mobile,US,female
2496932,direct,,2017-09-16 09:12:14,mobile,international,female
2471368,organic search,,2017-11-13 16:55:06,desktop,US,male
2088350,paid,other,2017-07-16 17:34:21,desktop,US,female
2237375,paid,other,2017-10-14 21:15:25,mobile,US,female
2415324,paid,social,2017-11-03 07:08:35,mobile,international,female
1685722,organic search,,2017-01-02 20:27:05,desktop,US,female
2661518,paid,affiliate,2017-12-29 06:47:07,mobile,US,female
1817949,paid,other,2017-03-09 05:00:20,mobile,US,female
1939449,paid,social,2017-05-02 00:03:18,mobile,US,female
2654976,paid,other,2017-12-27 18:12:59,mobile,US,female
747462,email,,2017-08-31 09:22:35,desktop,US,female
2535864,direct,,2017-11-25 07:12:14,desktop,US,female
1563144,paid,affiliate,2016-10-31 05:50:52,mobile,international,female
2199169,paid,social,2017-07-24 11:44:41,mobile,US,female
1813232,other,,2017-03-07 02:11:54,mobile,international,male
2295060,paid,affiliate,2017-09-26 07:02:02,desktop,international,female
1418612,other,,2016-06-04 06:21:13,desktop,US,female
2609932,direct,,2017-12-17 04:41:59,mobile,US,female
2075359,paid,social,2017-07-10 09:51:57,mobile,US,female
1821937,paid,display,2017-03-11 04:49:03,desktop,US,
2213039,paid,other,2017-08-26 11:28:10,mobile,US,female
659162,paid,social,2017-11-15 07:26:26,mobile,US,female
2172921,paid,social,2017-08-17 19:19:18,mobile,international,female
2285026,paid,social,2017-07-04 14:11:08,mobile,US,female
2647579,paid,affiliate,2017-12-26 17:03:06,mobile,US,female
2555163,direct,,2017-12-05 06:54:46,mobile,US,female
1355759,email,,2016-06-14 09:26:59,mobile,US,
1512255,paid,affiliate,2016-10-03 10:40:41,mobile,US,female
1440772,organic search,,2016-06-21 14:55:53,desktop,international,male
2138134,organic search,,2017-08-05 15:21:21,desktop,US,
1417433,other,,2016-06-02 09:00:01,desktop,US,female
1614017,organic search,,2016-12-01 16:31:25,mobile,US,
1766437,paid,social,2017-02-13 14:31:02,mobile,US,female
2568013,direct,,2017-12-07 13:14:51,mobile,US,female
2027888,paid,social,2017-07-08 16:40:08,mobile,US,female
2543929,paid,search,2017-11-20 15:38:37,desktop,US,female
2516386,organic search,,2017-11-27 16:18:28,desktop,US,female
2342947,paid,search,2017-10-08 19:53:13,desktop,US,female
2604233,paid,affiliate,2017-12-15 20:42:30,mobile,international,female
2478538,paid,search,2017-11-19 09:18:22,mobile,US,
2603221,direct,,2017-12-15 14:57:55,desktop,US,female
1565081,email,,2016-11-01 02:15:36,desktop,international,male
2627619,paid,search,2017-12-21 17:11:09,mobile,US,
2064638,paid,social,2017-07-04 21:49:55,mobile,US,
1486123,paid,social,2016-09-10 06:02:36,mobile,US,female
2491387,paid,search,2017-11-22 00:34:33,mobile,US,female
1877008,paid,display,2017-04-06 11:09:30,desktop,US,female
2067797,organic search,,2017-06-19 13:02:00,desktop,US,female
1676682,paid,social,2017-01-05 17:49:38,desktop,US,
1822700,direct,,2017-03-11 11:35:25,desktop,US,female
1443444,other,,2016-07-21 21:36:35,desktop,US,female
2173119,direct,,2017-08-17 20:19:34,mobile,international,female
1869642,paid,search,2017-03-20 18:23:38,desktop,US,female
1976020,organic search,,2017-05-18 12:44:20,mobile,US,female
1442363,organic search,,2016-07-19 19:59:21,desktop,US,male
2156680,paid,social,2017-08-12 15:54:00,mobile,US,
1768450,direct,,2017-02-14 13:14:15,desktop,US,male
1686474,organic search,,2017-01-11 14:13:04,mobile,international,female
2113464,paid,affiliate,2017-05-18 21:22:01,mobile,US,
1772059,paid,display,2017-02-16 06:40:13,desktop,US,female
2378774,paid,social,2017-10-20 20:34:30,mobile,international,female
2116053,paid,social,2017-07-27 16:41:39,mobile,US,
1872088,organic search,,2017-04-04 05:17:19,mobile,international,female
1491342,organic search,,2016-09-14 19:38:48,mobile,US,female
1884436,organic search,,2017-04-10 02:30:46,mobile,US,female
1612797,paid,affiliate,2016-10-25 04:51:09,desktop,international,female
1825386,organic search,,2017-02-01 17:55:19,mobile,US,female
2667456,paid,other,2017-11-23 18:20:33,mobile,US,
2588788,direct,,2017-12-12 06:00:41,mobile,international,
1717786,paid,affiliate,2017-01-23 08:44:32,mobile,US,female
1203464,direct,,2016-11-24 19:52:47,desktop,US,female
2638774,direct,,2017-12-25 17:18:37,mobile,international,female
2167003,email,,2017-08-23 10:01:43,desktop,US,female
2313751,paid,search,2017-09-29 19:57:23,mobile,international,
1529891,paid,affiliate,2016-10-15 02:33:35,mobile,international,male
2436959,paid,search,2017-11-09 05:30:28,mobile,US,female
1435478,other,,2016-07-06 08:54:06,desktop,US,male
2009084,paid,search,2017-06-05 17:51:40,desktop,US,female
1830436,organic search,,2017-03-07 06:49:49,desktop,international,female
2596361,paid,other,2017-12-13 19:10:34,mobile,US,
1710553,other,,2017-01-20 05:26:47,desktop,US,
1341170,direct,,2016-02-29 07:31:39,desktop,US,female
2328834,direct,,2017-10-04 12:23:27,desktop,US,female
2048289,organic search,,2017-06-26 21:15:52,mobile,US,female
1783647,paid,affiliate,2016-08-28 14:45:03,desktop,US,female
2429025,paid,social,2017-11-07 07:05:13,desktop,US,female
1847754,paid,search,2017-03-23 11:03:37,desktop,US,female
2141119,organic search,,2017-08-06 18:24:30,mobile,US,
1651271,organic search,,2016-12-21 21:44:15,desktop,US,female
1888978,paid,display,2017-04-11 07:15:13,desktop,US,female
2374659,paid,affiliate,2017-10-19 07:29:01,desktop,US,female
1558946,paid,affiliate,2017-09-09 00:34:58,mobile,international,female
2485059,organic search,,2017-11-23 23:15:58,desktop,US,female
1850612,organic search,,2017-02-04 03:43:09,desktop,international,female
2179114,paid,affiliate,2017-08-19 18:11:32,mobile,US,female
2145146,other,,2016-10-23 17:21:23,desktop,US,female
1766516,paid,other,2017-02-13 15:10:50,desktop,international,male
2007586,paid,other,2017-06-05 04:55:27,desktop,US,male
1351520,other,,2016-03-12 18:08:15,desktop,US,male
2475619,paid,affiliate,2017-11-28 12:02:00,mobile,international,female
2571362,direct,,2017-11-30 17:49:50,desktop,US,female
1732774,paid,display,2017-01-30 09:45:30,desktop,US,female
1796776,paid,display,2017-02-26 04:34:32,desktop,US,female
2661574,paid,search,2017-12-09 13:34:28,desktop,US,female
2636714,direct,,2017-12-06 16:32:47,mobile,US,female
1958907,paid,social,2017-12-27 07:16:47,mobile,US,
1797903,paid,affiliate,2017-02-27 19:16:44,mobile,international,female
1863535,paid,search,2017-03-30 13:56:15,desktop,US,female
1897383,paid,affiliate,2017-12-02 10:43:19,desktop,US,female
1414314,paid,affiliate,2016-05-28 12:31:53,desktop,US,female
2519688,organic search,,2017-11-28 08:12:28,mobile,international,female
278809,direct,,2017-09-26 08:18:41,mobile,US,
